product_id,product_name,category,subcategory,price,brand,organic,local_producer,seasonal,weight_kg,launch_date
PROD_001424,Repellendus Nisi,Hjem og fritid,Tekstil,649.54,Olsen-Solberg,False,False,False,,2022-04-25
PROD_001425,Fugiat Aspernatur,Sesongvarer,Jul,16.01,Jacobsen AS,False,False,False,,2021-11-09
PROD_001426,Hic Sit,Dagligvarer,Meieri og egg,128.78,Abrahamsen & co.,False,True,False,0.6055941516179051,2021-12-27
PROD_001427,Doloremque Tempore,Helse og skjønnhet,Kosmetikk,328.08,Pedersen-Moen ASA,False,False,False,,2023-04-15
PROD_001428,Suscipit Corrupti,Hjem og fritid,Elektronikk,536.9,"Arnesen, Sæther og Madsen",False,False,False,,2022-01-14
PROD_001429,Odit Officiis,Helse og skjønnhet,Personlig pleie,211.88,Tveit-Iversen AS,False,True,False,,2023-08-19
PROD_001430,Sunt Beatae,Sesongvarer,Påske,181.72,Eliassen BA,False,True,False,,2023-08-03
PROD_001431,Voluptates Consequuntur,Sesongvarer,Sommer,260.14,Dahl-Pettersen ASA,False,False,False,,2023-03-02
PROD_001432,Modi Eum,Dagligvarer,Tørrvarer,157.09,Berntsen RFH,False,True,False,0.9954393971991755,2020-08-17
PROD_001433,Animi Occaecati,Sesongvarer,Tilbake til skolen,236.14,"Kristiansen, Pedersen og Strand",False,False,False,,2021-12-26
PROD_001434,Eius Rerum,Helse og skjønnhet,Personlig pleie,342.15,Isaksen & co.,False,False,False,,2022-02-16
PROD_001435,Hic Natus,Hjem og fritid,Rengjøring,800.54,Eriksen-Myklebust,True,False,False,,2024-07-12
PROD_001436,Error Voluptatum,Sesongvarer,Påske,255.68,Strand og Sønner,False,False,False,,2023-08-03
PROD_001437,Ratione Eius,Dagligvarer,Drikke,88.15,Gulbrandsen RFH,False,False,False,4.036713186462892,2021-07-03
PROD_001438,Dolorem Minus,Dagligvarer,Drikke,47.39,Sivertsen og Sønner,False,True,False,3.9759712165863714,2020-11-05
PROD_001439,Molestias Est,Helse og skjønnhet,Apotek,290.41,Martinsen ASA,False,False,False,,2024-04-14
PROD_001440,Non Possimus,Hjem og fritid,Rengjøring,291.76,Sandvik Gruppen,False,True,False,,2021-07-15
PROD_001441,Nostrum Facere,Sesongvarer,Jul,463.16,Jensen Gruppen,False,False,False,,2021-01-15
PROD_001442,Pariatur Quam,Dagligvarer,Meieri og egg,86.48,Berg-Danielsen Gruppen,False,False,False,2.6188399967843545,2024-01-02
PROD_001443,Explicabo Rem,Dagligvarer,Kjøtt og fisk,138.96,Fredriksen-Hansen,False,True,False,1.4667932487494133,2025-02-23
PROD_001444,Doloribus Nesciunt,Hjem og fritid,Tekstil,850.0,Næss-Andresen AS,False,False,False,,2023-02-03
PROD_001445,Voluptas Sapiente,Helse og skjønnhet,Personlig pleie,216.3,Vik & co.,False,False,False,,2020-12-16
PROD_001446,Praesentium Corporis,Hjem og fritid,Rengjøring,1308.46,Jakobsen ASA,False,False,False,,2022-05-26
PROD_001447,Cumque Consectetur,Helse og skjønnhet,Apotek,174.81,Andersen & co.,True,False,False,,2020-06-24
PROD_001448,Suscipit Atque,Sesongvarer,Jul,266.4,Holm-Ali,False,False,False,,2025-02-01
PROD_001449,Laboriosam Cum,Dagligvarer,Drikke,167.41,Moen & co.,False,False,False,0.6987279289850984,2023-07-19
PROD_001450,Quidem Iste,Helse og skjønnhet,Personlig pleie,99.15,Lunde-Haugland,False,True,False,,2020-07-15
PROD_001451,Animi Fugit,Dagligvarer,Tørrvarer,15.78,Rønning og Sønner,True,False,False,4.883911691924736,2023-09-19
PROD_001452,Excepturi Ab,Helse og skjønnhet,Kosmetikk,93.05,Strøm & co.,False,True,False,,2020-12-04
PROD_001453,Dignissimos Debitis,Dagligvarer,Drikke,183.05,Haug-Sandvik AS,False,True,False,3.754040199128388,2024-02-01
PROD_001454,Fugiat Accusamus,Dagligvarer,Brød og bakervarer,45.27,Olsen RFH,False,False,False,4.484161784705305,2023-02-10
PROD_001455,Vel Fuga,Hjem og fritid,Elektronikk,290.02,Kristoffersen-Jenssen,False,False,False,,2021-06-24
PROD_001456,Tempora Dolore,Hjem og fritid,Sport og fritid,495.38,Haugland-Iversen,False,False,False,,2021-01-09
PROD_001457,Distinctio Eius,Dagligvarer,Drikke,19.38,Moe Gruppen,False,False,False,4.093161470488255,2024-11-10
PROD_001458,Accusantium Voluptate,Sesongvarer,Tilbake til skolen,10.51,Svendsen Gruppen,False,True,False,,2023-08-13
PROD_001459,Tempore Distinctio,Hjem og fritid,Sport og fritid,347.1,"Hansen, Nguyen og Thomassen",False,True,False,,2022-02-28
PROD_001460,Tenetur Quibusdam,Sesongvarer,Tilbake til skolen,309.19,Henriksen-Strand ASA,False,False,False,,2023-08-19
PROD_001461,Voluptatem Odio,Sesongvarer,Påske,123.21,Mikkelsen ASA,True,False,False,,2022-08-27
PROD_001462,Eum Doloribus,Hjem og fritid,Rengjøring,1223.99,Nygård-Eide,True,False,False,,2022-02-08
PROD_001463,Repudiandae Ad,Dagligvarer,Tørrvarer,86.14,Amundsen BA,False,False,False,0.29502753268326004,2024-08-12
PROD_001464,Sapiente Nostrum,Dagligvarer,Meieri og egg,125.19,Brekke RFH,False,True,False,0.41841969920593935,2021-06-30
PROD_001465,Odit Magnam,Sesongvarer,Påske,187.83,Amundsen AS,False,True,False,,2022-06-17
PROD_001466,Ipsam Assumenda,Sesongvarer,Tilbake til skolen,496.16,Brekke-Strand Gruppen,False,False,False,,2021-04-24
PROD_001467,Officiis Quas,Dagligvarer,Snacks og godteri,84.49,Hauge-Gundersen AS,False,False,False,3.9797982221926307,2024-08-17
PROD_001468,Blanditiis Iusto,Helse og skjønnhet,Apotek,229.24,Tangen Gruppen,False,False,False,,2023-08-19
PROD_001469,Voluptas Natus,Dagligvarer,Snacks og godteri,150.56,Jenssen ASA,True,True,False,0.28367423340795705,2025-04-11
PROD_001470,Quasi At,Hjem og fritid,Rengjøring,914.59,Hagen-Evensen,True,True,False,,2022-04-19
PROD_001471,Illum Quasi,Sesongvarer,Påske,281.13,"Berg, Mikkelsen og Strøm",False,False,False,,2023-03-03
PROD_001472,Minus Omnis,Dagligvarer,Kjøtt og fisk,82.28,Andersen-Sæther Gruppen,False,False,False,0.455117793927045,2024-10-12
PROD_001473,Illum Id,Sesongvarer,Tilbake til skolen,36.79,Mathisen Gruppen,False,False,False,,2023-08-25
PROD_001474,Saepe Temporibus,Helse og skjønnhet,Apotek,183.85,Jacobsen Gruppen,False,False,False,,2022-10-10
PROD_001475,Saepe Dolorum,Sesongvarer,Sommer,482.3,Thorsen-Gulbrandsen AS,False,True,False,,2022-01-26
PROD_001476,Ipsam Quibusdam,Sesongvarer,Tilbake til skolen,60.1,Ali-Andreassen RFH,True,False,False,,2025-02-27
PROD_001477,Alias Illum,Helse og skjønnhet,Personlig pleie,206.19,Johansen og Sønner,True,False,False,,2020-11-16
PROD_001478,Quia Magnam,Helse og skjønnhet,Personlig pleie,276.45,Christensen-Larsen ASA,False,False,False,,2022-10-15
PROD_001479,Corporis Quisquam,Dagligvarer,Meieri og egg,33.94,"Helland, Pettersen og Helland",False,False,False,1.6553084174592276,2022-02-03
PROD_001480,Voluptatem Nihil,Hjem og fritid,Elektronikk,445.07,Berge-Tangen BA,False,False,False,,2023-01-25
PROD_001481,Excepturi Animi,Sesongvarer,Sommer,226.03,"Bakke, Eide og Nielsen",False,False,False,,2024-01-21
PROD_001482,Excepturi Consequatur,Sesongvarer,Sommer,470.03,Jenssen-Bøe Gruppen,False,False,False,,2020-09-07
PROD_001483,Nobis Suscipit,Helse og skjønnhet,Kosmetikk,307.94,"Lund, Christensen og Evensen",False,False,False,,2023-04-11
PROD_001484,Illum Error,Hjem og fritid,Sport og fritid,1472.5,Sandvik AS,False,False,False,,2021-10-19
PROD_001485,Maiores Dicta,Dagligvarer,Meieri og egg,59.88,Jørgensen Gruppen,False,False,False,2.193280975237003,2025-05-06
PROD_001486,Similique Neque,Dagligvarer,Kjøtt og fisk,163.21,Myhre-Thomassen AS,False,False,False,3.260608990600997,2021-10-31
PROD_001487,Tenetur Officiis,Dagligvarer,Brød og bakervarer,90.47,Solheim og Sønner,False,False,False,0.7869905780444277,2024-09-24
PROD_001488,Ratione Inventore,Helse og skjønnhet,Apotek,213.67,Berntsen-Andersen,True,True,False,,2023-07-23
PROD_001489,Culpa Corrupti,Hjem og fritid,Sport og fritid,925.07,Aasen-Jørgensen,False,False,False,,2021-11-14
PROD_001490,Sunt Autem,Sesongvarer,Påske,91.85,Kristensen RFH,False,True,False,,2022-11-08
PROD_001491,Rem Minima,Sesongvarer,Jul,294.9,Hagen BA,False,False,False,,2022-01-16
PROD_001492,Illum Laboriosam,Helse og skjønnhet,Personlig pleie,272.32,Iversen ASA,False,True,False,,2023-11-09
PROD_001493,Maxime Quia,Helse og skjønnhet,Kosmetikk,198.84,Lund-Johansen RFH,False,False,False,,2024-02-05
PROD_001494,Blanditiis Accusantium,Helse og skjønnhet,Kosmetikk,67.33,Aasen-Danielsen,False,False,False,,2023-09-28
PROD_001495,Qui Labore,Dagligvarer,Kjøtt og fisk,98.06,Antonsen AS,False,False,False,3.769193222959089,2021-03-17
PROD_001496,Quidem Delectus,Dagligvarer,Tørrvarer,69.03,Rønning-Nguyen BA,False,False,False,4.6085065486995855,2022-08-31
PROD_001497,Beatae Ratione,Dagligvarer,Frosne varer,153.33,"Amundsen, Danielsen og Hauge",False,False,False,2.225912872867742,2023-11-12
PROD_001498,Laborum Neque,Hjem og fritid,Sport og fritid,1260.05,Jenssen & co.,False,False,False,,2024-02-03
PROD_001499,Soluta Dicta,Dagligvarer,Kjøtt og fisk,63.09,Bakke BA,False,False,False,3.2695890339787628,2023-05-07
PROD_001500,Quae Nihil,Sesongvarer,Påske,423.15,Lie-Halvorsen,False,True,False,,2022-07-12
PROD_001501,Porro Consequatur,Dagligvarer,Meieri og egg,52.28,Myhre-Pettersen og Sønner,False,False,False,3.7104423186486186,2024-09-10
PROD_001502,Vero Nam,Helse og skjønnhet,Personlig pleie,79.54,Evensen-Berntsen Gruppen,False,True,False,,2025-02-28
PROD_001503,Quaerat Illo,Dagligvarer,Kjøtt og fisk,161.28,Thomassen-Aune,False,False,False,3.1958683255675693,2023-08-10
PROD_001504,Laudantium Officiis,Helse og skjønnhet,Apotek,112.26,Lie-Larsen RFH,False,False,False,,2020-12-13
PROD_001505,Amet Magni,Dagligvarer,Frukt og grønt,100.66,Lie og Sønner,False,True,False,4.776533918579584,2022-03-15
PROD_001506,Aliquid In,Sesongvarer,Tilbake til skolen,283.79,Andresen-Jacobsen Gruppen,False,False,False,,2024-06-25
PROD_001507,Officia Doloremque,Sesongvarer,Jul,475.09,Pettersen Gruppen,False,False,False,,2021-09-28
PROD_001508,Veniam Ipsum,Dagligvarer,Frosne varer,97.39,Andresen-Mikkelsen,False,False,False,1.2724300728027735,2022-07-09
PROD_001509,Eius Distinctio,Hjem og fritid,Sport og fritid,593.66,"Fredriksen, Hagen og Bakken",False,False,False,,2021-12-15
PROD_001510,Ad Odit,Hjem og fritid,Tekstil,592.51,Karlsen BA,False,True,False,,2021-08-17
PROD_001511,Occaecati Impedit,Dagligvarer,Meieri og egg,127.64,Isaksen-Vik ASA,False,False,False,3.006607769003558,2021-07-08
PROD_001512,Possimus Esse,Helse og skjønnhet,Personlig pleie,171.9,"Paulsen, Aasen og Johnsen",False,False,False,,2024-06-03
PROD_001513,Dicta Illo,Sesongvarer,Jul,396.59,Johansen BA,False,False,False,,2023-06-23
PROD_001514,Animi Dolor,Sesongvarer,Påske,58.47,Bakke-Solberg Gruppen,False,False,False,,2022-11-27
PROD_001515,Repellendus Libero,Dagligvarer,Tørrvarer,14.52,Vik-Eliassen,False,False,False,1.5894696975956997,2020-06-15
PROD_001516,Iusto Hic,Helse og skjønnhet,Apotek,475.71,"Larsen, Jakobsen og Christensen",False,False,False,,2023-08-08
PROD_001517,Adipisci Velit,Sesongvarer,Sommer,158.62,Olsen Gruppen,False,False,False,,2023-07-15
PROD_001518,A Suscipit,Hjem og fritid,Sport og fritid,1278.02,Lie RFH,False,False,False,,2023-03-09
PROD_001519,Quasi Magni,Dagligvarer,Meieri og egg,96.94,"Dahl, Sivertsen og Nilsen",False,False,False,4.230593081486587,2022-03-31
PROD_001520,Saepe Quisquam,Hjem og fritid,Sport og fritid,35.95,Gulbrandsen-Ellingsen,False,True,False,,2020-07-25
PROD_001521,Natus Delectus,Hjem og fritid,Sport og fritid,375.63,Henriksen og Sønner,False,False,False,,2024-05-26
PROD_001522,Illum Magnam,Dagligvarer,Snacks og godteri,16.26,Henriksen og Sønner,False,False,False,3.72707688540787,2023-04-15
PROD_001523,Magni Quasi,Hjem og fritid,Rengjøring,584.97,Vik Gruppen,False,False,False,,2022-03-21
PROD_001524,Quia Nihil,Sesongvarer,Sommer,102.31,Lien-Aas & co.,False,False,False,,2022-03-24
PROD_001525,Reiciendis Similique,Helse og skjønnhet,Apotek,455.19,Tveit BA,False,False,False,,2025-03-15
PROD_001526,Sapiente Quis,Helse og skjønnhet,Apotek,177.45,Abrahamsen Gruppen,False,False,False,,2024-09-15
PROD_001527,Odit Natus,Sesongvarer,Sommer,406.95,Moe BA,True,False,False,,2024-07-23
PROD_001528,Placeat A,Dagligvarer,Snacks og godteri,76.84,Henriksen RFH,False,True,False,1.823490337150497,2022-03-03
PROD_001529,Voluptatum Hic,Sesongvarer,Påske,73.71,Næss-Haugland RFH,False,False,False,,2021-11-22
PROD_001530,Numquam Praesentium,Sesongvarer,Påske,341.99,"Berge, Andresen og Lunde",False,False,False,,2020-11-03
PROD_001531,Nesciunt Adipisci,Hjem og fritid,Elektronikk,1367.45,Evensen BA,True,False,False,,2020-11-21
PROD_001532,Vel Veniam,Hjem og fritid,Sport og fritid,37.47,Helland ASA,True,False,False,,2020-10-12
PROD_001533,Perspiciatis Voluptatem,Sesongvarer,Tilbake til skolen,111.2,Evensen & co.,False,True,False,,2024-06-03
PROD_001534,Sint Occaecati,Helse og skjønnhet,Kosmetikk,286.71,Sandvik-Bakke og Sønner,False,False,False,,2023-01-25
PROD_001535,Asperiores Ducimus,Dagligvarer,Snacks og godteri,26.87,Rasmussen-Strøm AS,False,False,False,3.126246835209947,2024-09-06
PROD_001536,Ea Ex,Hjem og fritid,Rengjøring,532.08,Myhre Gruppen,False,False,False,,2021-07-22
PROD_001537,Velit Saepe,Helse og skjønnhet,Personlig pleie,238.5,Strand AS,True,False,False,,2023-03-15
PROD_001538,Eveniet Ipsam,Hjem og fritid,Tekstil,453.53,Brekke-Pettersen,False,False,False,,2024-06-30
PROD_001539,Iusto Adipisci,Helse og skjønnhet,Personlig pleie,221.13,"Lund, Isaksen og Kristensen",False,True,False,,2022-04-03
PROD_001540,Fugiat Corrupti,Sesongvarer,Tilbake til skolen,135.54,Helland AS,False,False,False,,2023-03-28
PROD_001541,Aspernatur Repellat,Sesongvarer,Tilbake til skolen,452.37,Iversen RFH,True,False,False,,2024-08-24
PROD_001542,Ducimus Necessitatibus,Sesongvarer,Sommer,90.43,Jenssen-Ødegård BA,False,False,False,,2024-11-26
PROD_001543,Necessitatibus Autem,Hjem og fritid,Rengjøring,1004.53,Christensen AS,False,False,False,,2023-12-25
PROD_001544,Blanditiis Fugit,Hjem og fritid,Tekstil,242.59,Johnsen-Ellingsen Gruppen,True,False,False,,2020-06-27
PROD_001545,Quas Laboriosam,Dagligvarer,Snacks og godteri,195.89,Andreassen-Amundsen,False,False,False,3.579530507388812,2024-04-05
PROD_001546,Ab Cumque,Sesongvarer,Jul,346.37,Engen Gruppen,False,False,False,,2022-12-13
PROD_001547,Modi Ab,Helse og skjønnhet,Personlig pleie,407.2,Mikkelsen RFH,False,False,False,,2023-09-09
PROD_001548,Sed Architecto,Sesongvarer,Påske,424.9,Gulbrandsen-Johannessen RFH,False,False,False,,2020-07-07
PROD_001549,Minima Minima,Helse og skjønnhet,Personlig pleie,119.4,Madsen-Ali Gruppen,False,False,False,,2022-01-20
PROD_001550,Soluta Impedit,Dagligvarer,Tørrvarer,64.15,Bakke & co.,True,False,False,3.490303232367564,2020-08-31
PROD_001551,Ipsam Minus,Helse og skjønnhet,Kosmetikk,145.55,"Solberg, Simonsen og Aasen",False,False,False,,2020-11-12
PROD_001552,Quae Minus,Sesongvarer,Påske,395.47,Halvorsen-Ali ASA,False,False,False,,2021-07-05
PROD_001553,Veritatis Accusantium,Hjem og fritid,Rengjøring,455.51,Sivertsen og Sønner,True,False,False,,2024-10-19
PROD_001554,Fugit Neque,Sesongvarer,Jul,224.47,"Andersen, Danielsen og Madsen",False,True,False,,2022-07-11
PROD_001555,Perspiciatis Ipsum,Helse og skjønnhet,Personlig pleie,92.78,Iversen-Halvorsen,False,True,False,,2021-11-16
PROD_001556,Non Et,Dagligvarer,Frukt og grønt,180.13,Larsen-Myklebust & co.,False,True,False,4.1178790576217885,2022-04-30
PROD_001557,Eos Quia,Helse og skjønnhet,Personlig pleie,84.02,Lunde Gruppen,False,True,False,,2024-01-01
PROD_001558,Aut Adipisci,Dagligvarer,Snacks og godteri,147.15,Ahmed og Sønner,True,True,False,3.979864485962076,2025-01-24
PROD_001559,Architecto Asperiores,Dagligvarer,Frosne varer,135.17,"Amundsen, Antonsen og Knutsen",False,False,False,1.0883816467741143,2024-03-22
PROD_001560,Cum Ex,Hjem og fritid,Rengjøring,940.22,Berntsen & co.,False,False,False,,2024-04-16
PROD_001561,Delectus Iure,Helse og skjønnhet,Personlig pleie,304.96,Sæther-Simonsen,False,False,False,,2021-06-06
PROD_001562,Architecto Consectetur,Sesongvarer,Jul,258.8,"Moe, Karlsen og Eriksen",False,True,False,,2024-02-13
PROD_001563,Labore Rerum,Hjem og fritid,Sport og fritid,486.62,Pettersen ASA,False,False,False,,2023-04-28
PROD_001564,Voluptatibus Earum,Sesongvarer,Tilbake til skolen,449.05,Johannessen RFH,False,False,False,,2023-02-05
PROD_001565,Similique Eos,Sesongvarer,Jul,494.69,"Eide, Lund og Evensen",False,False,False,,2022-01-09
PROD_001566,Fuga Consequuntur,Helse og skjønnhet,Personlig pleie,252.65,Edvardsen BA,False,False,False,,2025-04-26
PROD_001567,Quia Modi,Helse og skjønnhet,Personlig pleie,379.72,Arnesen RFH,False,False,False,,2022-12-29
PROD_001568,Voluptatum Assumenda,Hjem og fritid,Elektronikk,871.95,Hauge-Amundsen,False,True,False,,2023-03-01
PROD_001569,Harum Odit,Helse og skjønnhet,Kosmetikk,121.59,Nguyen BA,False,True,False,,2022-12-07
PROD_001570,Harum Reprehenderit,Dagligvarer,Meieri og egg,177.9,"Knutsen, Paulsen og Strand",False,False,False,0.7188937213051952,2022-02-04
PROD_001571,Placeat Iste,Dagligvarer,Frosne varer,20.55,Hansen og Sønner,False,False,False,0.8682631708780039,2024-05-24
PROD_001572,Voluptatibus Enim,Sesongvarer,Jul,352.47,"Martinsen, Brekke og Ellingsen",True,False,False,,2023-05-21
PROD_001573,Vitae Repellat,Dagligvarer,Brød og bakervarer,74.56,Myklebust-Thomassen,False,False,False,3.0129728761183094,2021-07-26
PROD_001574,Iure Doloremque,Helse og skjønnhet,Personlig pleie,84.01,Paulsen-Rønning BA,False,True,False,,2022-10-24
PROD_001575,Nemo Ipsam,Sesongvarer,Påske,457.38,Haug-Sandvik,False,False,False,,2025-03-20
PROD_001576,Vero Cupiditate,Sesongvarer,Sommer,44.78,Olsen AS,False,False,False,,2024-03-12
PROD_001577,Perspiciatis Quod,Helse og skjønnhet,Kosmetikk,243.98,Aasen ASA,False,False,False,,2024-09-06
PROD_001578,Beatae Fugiat,Helse og skjønnhet,Apotek,159.49,Bakke RFH,False,False,False,,2020-08-05
PROD_001579,Accusamus Dolorem,Hjem og fritid,Elektronikk,222.27,Danielsen-Gundersen RFH,False,False,False,,2022-04-01
PROD_001580,Est Maiores,Hjem og fritid,Sport og fritid,706.34,Helland-Hauge,False,False,False,,2024-02-04
PROD_001581,Impedit Id,Dagligvarer,Kjøtt og fisk,125.23,"Myhre, Strøm og Amundsen",False,False,False,3.343198860052213,2020-12-04
PROD_001582,Temporibus Cum,Sesongvarer,Tilbake til skolen,360.44,Pettersen AS,False,True,False,,2023-10-05
PROD_001583,Iusto Excepturi,Dagligvarer,Kjøtt og fisk,87.65,Sæther-Brekke,False,False,False,3.600052648279627,2021-07-07
PROD_001584,Animi Nesciunt,Hjem og fritid,Elektronikk,1129.75,Berg-Vik og Sønner,False,False,False,,2022-05-29
PROD_001585,Odio Quia,Dagligvarer,Brød og bakervarer,186.35,Næss ASA,False,False,False,2.4995033648168694,2021-04-20
PROD_001586,Necessitatibus Amet,Helse og skjønnhet,Apotek,26.93,"Rønning, Jenssen og Lund",False,True,False,,2021-10-28
PROD_001587,Quae Dolores,Dagligvarer,Meieri og egg,37.19,"Helland, Tveit og Bøe",False,False,False,2.670265124685893,2023-08-21
PROD_001588,Perferendis Laborum,Sesongvarer,Sommer,434.51,Ahmed & co.,True,False,False,,2023-05-31
PROD_001589,Blanditiis Assumenda,Helse og skjønnhet,Kosmetikk,114.96,"Kristensen, Johansen og Berge",False,True,False,,2025-03-16
PROD_001590,Accusantium Accusamus,Hjem og fritid,Tekstil,1339.36,Evensen og Sønner,False,True,False,,2021-03-08
PROD_001591,Sequi Maxime,Dagligvarer,Drikke,164.69,Jakobsen-Rasmussen,False,False,False,2.695252345740472,2022-12-15
PROD_001592,Quos Labore,Sesongvarer,Jul,292.24,Lie AS,False,True,False,,2024-09-13
PROD_001593,Explicabo At,Hjem og fritid,Elektronikk,190.07,"Jakobsen, Engen og Kristoffersen",False,False,False,,2021-09-03
PROD_001594,Consequatur Similique,Sesongvarer,Påske,248.1,Sørensen-Strand RFH,False,False,False,,2024-02-23
PROD_001595,Recusandae Sapiente,Dagligvarer,Kjøtt og fisk,132.62,Johnsen-Halvorsen,False,False,False,2.6647262132158884,2021-03-10
PROD_001596,Iure Architecto,Hjem og fritid,Elektronikk,683.1,Simonsen-Antonsen,False,True,False,,2025-04-21
PROD_001597,Nemo Iure,Dagligvarer,Snacks og godteri,72.87,Hansen-Antonsen,False,False,False,0.9976658433159551,2022-09-26
PROD_001598,Possimus Est,Dagligvarer,Brød og bakervarer,175.58,Hauge & co.,False,False,False,0.5172226201441876,2024-09-22
PROD_001599,Saepe Accusamus,Helse og skjønnhet,Kosmetikk,356.65,Antonsen og Sønner,False,False,False,,2023-03-24
PROD_001600,Esse Veritatis,Helse og skjønnhet,Apotek,16.21,Moe-Henriksen,False,False,False,,2022-03-06
PROD_001601,Ad Voluptates,Dagligvarer,Drikke,5.78,Hanssen-Sandvik,False,False,False,0.18785673562430472,2022-04-13
PROD_001602,Distinctio Ad,Hjem og fritid,Elektronikk,564.71,Berge RFH,False,False,False,,2025-05-09
PROD_001603,Beatae Asperiores,Helse og skjønnhet,Personlig pleie,354.07,Kristoffersen-Sæther,False,False,False,,2025-01-29
PROD_001604,Quam Dolore,Sesongvarer,Tilbake til skolen,44.22,Berge BA,False,False,False,,2023-09-06
PROD_001605,Doloribus Dolorem,Hjem og fritid,Rengjøring,573.06,Hauge AS,False,True,False,,2023-04-20
PROD_001606,Quia Eum,Helse og skjønnhet,Personlig pleie,357.02,Tveit og Sønner,True,False,False,,2022-03-02
PROD_001607,Libero Sint,Dagligvarer,Frosne varer,30.77,Evensen-Andresen og Sønner,False,False,False,4.949519663884157,2020-10-26
PROD_001608,Ea Maxime,Hjem og fritid,Sport og fritid,1373.49,Eide BA,False,False,False,,2022-06-28
PROD_001609,Impedit Perferendis,Helse og skjønnhet,Personlig pleie,497.79,"Myklebust, Næss og Antonsen",True,False,False,,2020-09-25
PROD_001610,Accusamus Temporibus,Sesongvarer,Påske,427.01,Myhre AS,False,False,False,,2021-04-08
PROD_001611,Illo Dicta,Sesongvarer,Jul,113.01,Nguyen BA,False,False,False,,2024-05-21
PROD_001612,Enim Consequatur,Hjem og fritid,Elektronikk,182.71,Hauge AS,True,False,False,,2024-01-31
PROD_001613,Exercitationem Perferendis,Sesongvarer,Jul,439.26,Bakke RFH,True,True,False,,2023-06-01
PROD_001614,Fugit Unde,Helse og skjønnhet,Apotek,95.62,Ahmed og Sønner,False,True,False,,2023-09-26
PROD_001615,Nobis Facilis,Dagligvarer,Kjøtt og fisk,174.06,Svendsen-Lien Gruppen,False,False,False,1.687287847972507,2021-04-18
PROD_001616,Dolores Eum,Helse og skjønnhet,Apotek,240.53,Ødegård RFH,False,False,False,,2025-01-26
PROD_001617,Maxime Maxime,Hjem og fritid,Tekstil,527.56,Amundsen & co.,True,False,False,,2020-11-04
PROD_001618,Incidunt Praesentium,Hjem og fritid,Sport og fritid,77.37,Andersen BA,True,False,False,,2024-07-06
PROD_001619,Fugit Ad,Dagligvarer,Kjøtt og fisk,20.18,"Thorsen, Ruud og Andreassen",False,True,False,3.193593168982194,2022-08-25
PROD_001620,Molestias Quod,Hjem og fritid,Tekstil,439.43,"Holm, Myklebust og Ødegård",False,True,False,,2021-09-14
PROD_001621,Facilis Voluptatum,Hjem og fritid,Tekstil,106.06,Arnesen Gruppen,False,False,False,,2021-06-04
PROD_001622,Adipisci Id,Dagligvarer,Frukt og grønt,66.39,Eliassen og Sønner,False,True,False,1.459454307216195,2021-05-24
PROD_001623,Ipsam Esse,Sesongvarer,Sommer,366.46,Johannessen og Sønner,False,False,False,,2024-10-23
PROD_001624,Maiores Atque,Dagligvarer,Snacks og godteri,182.89,"Sørensen, Bakken og Svendsen",False,True,False,0.3912420666585459,2022-11-11
PROD_001625,Distinctio Et,Hjem og fritid,Sport og fritid,346.28,Johansen AS,False,False,False,,2020-06-19
PROD_001626,Recusandae Voluptatem,Helse og skjønnhet,Kosmetikk,427.32,Lie AS,True,False,False,,2022-12-10
PROD_001627,Voluptas Neque,Hjem og fritid,Sport og fritid,1453.29,Nilsen-Rasmussen,False,False,False,,2020-08-27
PROD_001628,Maiores Quibusdam,Hjem og fritid,Sport og fritid,1338.83,Rasmussen ASA,False,False,False,,2021-12-06
PROD_001629,Porro Neque,Hjem og fritid,Elektronikk,852.49,Ahmed BA,False,False,False,,2023-02-25
PROD_001630,Dolore Blanditiis,Sesongvarer,Jul,294.12,Haugland-Edvardsen,False,True,False,,2024-05-12
PROD_001631,Dolores Aliquid,Hjem og fritid,Sport og fritid,873.66,Sandvik AS,False,True,False,,2024-02-03
PROD_001632,Perspiciatis Dicta,Helse og skjønnhet,Apotek,134.48,Strøm & co.,False,False,False,,2025-02-27
PROD_001633,Rem Eum,Dagligvarer,Snacks og godteri,191.37,Gundersen AS,False,False,False,3.033135847998395,2023-07-22
PROD_001634,Nobis Hic,Helse og skjønnhet,Kosmetikk,120.54,Hansen og Sønner,False,True,False,,2024-07-23
PROD_001635,Sit Ea,Sesongvarer,Jul,487.45,"Strøm, Jørgensen og Tveit",False,False,False,,2020-08-18
PROD_001636,Quidem Ab,Dagligvarer,Frosne varer,107.93,Svendsen AS,False,False,False,0.35583613782322787,2020-08-03
PROD_001637,Sunt Architecto,Sesongvarer,Tilbake til skolen,410.97,Lunde-Strand og Sønner,False,False,False,,2025-03-11
PROD_001638,Labore Quae,Dagligvarer,Brød og bakervarer,60.07,Hauge RFH,False,False,False,0.4022935298927198,2020-08-28
PROD_001639,Numquam Facilis,Dagligvarer,Meieri og egg,73.14,Gulbrandsen-Eide Gruppen,False,False,False,0.14891859985127798,2025-02-09
PROD_001640,Nesciunt Iusto,Hjem og fritid,Sport og fritid,339.56,Bakken BA,False,False,False,,2024-09-12
PROD_001641,Quasi Iste,Helse og skjønnhet,Kosmetikk,69.08,Isaksen AS,False,True,False,,2024-11-08
PROD_001642,Nostrum Vero,Dagligvarer,Frukt og grønt,142.42,Ali-Antonsen,False,False,False,2.8531435100073,2021-11-07
